,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,target
0,1.176562552,0.32379764,0.536927047,1.047001681,-0.368652161,-0.728586366,0.08467781,-0.069246474,-0.266388693,0.155314912,1.535775838,1.019946692,-0.096511345,0.573022992,0.215214156,0.265249486,-0.612064364,0.093821306,-0.064889988,-0.137257513,-0.109627289,-0.341365351,0.057845053,0.49917979,0.415211212,-0.581948633,0.015472135,0.018065039,4.67,0
1,0.681109486,-3.934776315,-3.80182745,-1.147467783,-0.735540319,-0.501096847,1.038865065,-0.626979162,-2.274422823,1.527782384,-0.007687515,-1.087402783,-0.720269887,0.855184607,-1.070011133,-0.869661104,0.3953021,0.635694662,0.249401173,1.341809181,0.652201802,0.272683942,-0.982150593,0.165900439,0.3602509,0.195320744,-0.256272932,0.056500904,912.0,0
2,1.140728675,0.453483633,0.247010003,2.383132442,0.343287073,0.432803524,0.093380071,0.173309816,-0.808999334,0.775435675,0.726217545,0.347647517,-0.806752202,0.531267896,-0.806537635,0.154996009,-0.319935347,-0.335549866,-0.648994069,-0.232184541,-0.003801756,0.058555586,-0.121176859,-0.304214859,0.645892936,0.122599889,-0.012114819,-0.005945025,1.0,0
3,-1.10707329,-3.298902347,-0.184091889,-1.795743863,2.137563664,-1.684992177,-2.015605564,-0.007180948,-0.165759744,0.869659338,-1.02784664,-3.220699223,3.00700838,0.794678681,-1.504350855,-0.380985142,0.667344424,0.676137653,-0.419468583,0.348269258,0.130647547,0.329445036,0.927655962,-0.049560206,-1.892865861,-0.57543113,0.266573085,0.414183761,62.1,0
4,-0.314818211,0.866839148,-0.124576641,-0.627637706,2.651761692,3.428127778,0.194636637,0.670674188,-0.442658415,0.133498511,0.148565758,-0.474103184,-0.011319031,-0.410223305,1.648979146,0.218394463,-0.23947529,0.422932646,1.274986074,0.402328834,-0.312773897,-0.799494296,-0.064488433,0.953062238,-0.429550128,0.158225104,0.076942736,-0.015051257,2.67,0
5,-0.713265523,0.869131766,0.330114128,0.902275412,0.520835943,-0.537035841,0.301954527,0.209116653,-0.732440803,-0.266401999,-1.160142025,0.489390243,1.554276412,0.271329791,0.936913349,0.041773913,-0.437476955,0.240087373,0.694507997,-0.125640241,0.114404885,0.412488645,0.223179872,-0.430522459,0.109774317,-0.274568845,-0.108067256,-0.075317584,4.95,0
6,1.219060149,-0.207707606,0.782809351,0.271654614,-0.456657596,0.414200925,-0.675132897,0.057713766,0.6019703,-0.178378038,-1.382821812,0.56097107,2.150121441,-0.622941655,1.536766447,1.189965636,-1.282399046,0.665347564,-0.081185099,0.166220904,0.170371574,0.541009619,-0.257175323,-0.904533656,0.414090144,0.653565289,0.014583129,0.02731983,47.65,0
7,0.683918184,0.329216164,-1.693025311,-1.12364422,2.662176668,3.563731079,-0.309290991,-0.043369264,0.050626971,-0.361619466,0.003231297,0.183031248,-0.228960803,0.839124415,1.403642124,-0.609357547,-0.370477638,0.076885892,0.130976462,-0.193571022,1.072188271,0.671990447,-0.208488446,0.735028518,0.633443669,-0.28123128,0.299686125,0.293388772,1.0,0
8,-1.127820073,1.461341771,0.526672871,-0.158997947,0.353157757,-1.539196094,0.727382703,0.299275036,-0.778767731,-1.662588027,-0.435397848,-1.140079884,-1.722299427,-0.809024447,0.541667596,0.882181262,1.094392362,0.594783783,-0.823986084,-0.229830654,-0.068002069,-0.494913587,-0.343488599,0.222014327,0.541270693,0.295158111,-0.145161305,-0.002591874,0.76,0
9,-1.757793892,0.821893615,2.52948162,-0.328198228,-0.902061764,0.739803196,-0.119755145,-0.797691095,0.739507722,3.458517458,1.49440354,-0.788336269,-1.258815318,-1.21665529,1.476863317,-1.725000489,-0.589340723,2.141596319,-0.883309898,-0.165371728,0.028490623,0.778324502,-0.073034162,0.135779782,-0.955392733,-0.503613066,-1.834280779,-0.585528283,10.0,0
10,0.349277047,-2.539492948,0.645773478,-0.503734101,-1.792852076,0.986512338,-0.927262114,0.219742969,4.583701731,-1.996804093,-1.722630337,-2.486683257,0.51597243,0.509013078,-1.170125261,-0.56060939,0.889733392,1.009332073,1.346825405,0.793371543,0.105307738,0.028927103,-0.741056715,-0.96575633,0.491040799,0.314924699,-0.031749364,0.089021821,488.99,0
11,-0.411809717,1.023427362,1.264102713,0.025506432,0.233213482,-0.549449215,0.582704104,0.08471317,-0.353954735,-0.54280485,-0.036534699,-0.134240246,-0.171578738,-0.345348943,1.176918826,0.101378077,0.303302254,-0.553764195,-0.447086899,0.072950252,-0.236514254,-0.59936885,0.023123883,0.015391248,-0.241294139,0.102528579,0.259283124,0.095053688,1.98,0
12,-1.166635602,1.38904743,1.814434323,-0.244076968,0.326654742,-0.173678713,0.946169353,-0.443604683,1.952917952,1.338141614,2.86512079,-2.417244799,0.573795614,1.07986336,-0.100957909,-0.273513921,0.142651038,-0.13821483,-0.435689842,0.683068517,-0.577148874,-0.596897833,-0.014434833,0.104882299,-0.243903567,-0.031191178,0.169559563,-0.293329469,8.99,0
13,-1.156067557,0.260287688,1.156286846,-1.628519218,-0.336503006,-1.49376043,-0.080078774,0.317056601,-1.6076369,-0.124948439,-0.444789245,-0.536859936,0.173637433,0.11974339,0.007935822,1.355981331,0.260224403,-1.827816369,0.204019027,0.230285211,-0.221842737,-1.072045743,-0.000835708,0.329366787,0.371847308,-0.706482149,0.069710145,-0.107622091,8.0,0
14,-1.190037572,0.649469005,2.284448834,-1.859696552,-0.670685455,-0.496543301,0.064522835,0.316738213,1.074358367,-1.833037048,-0.094819711,0.985746235,0.366893636,-0.294185357,0.841227214,-0.674102784,0.054449703,-0.347858943,-0.441096922,-0.175013023,0.102518158,0.48502269,-0.300319701,0.430586955,0.393432854,-0.806810312,-0.289005608,-0.219989154,1.0,0
15,-1.92745282,1.827620567,-7.019494685,5.34830324,-2.73918788,-2.107219296,-5.015847976,1.20586816,-4.382712509,-8.337706974,7.190306089,-9.42484446,-0.223292646,-12.87549422,-0.071918161,-6.299961398,-12.71920716,-3.740176156,0.84405961,2.172709056,1.376938323,-0.792016726,-0.771414188,-0.379574272,0.718716522,1.111151256,1.277707257,0.819081152,512.25,1
16,-1.747174201,0.16024933,2.376843471,0.78673818,-0.075604517,0.571059183,-0.743427151,0.757219701,-0.085915302,0.024518352,0.975928633,0.367715586,-0.134793777,0.107602109,1.479511796,0.438711873,-0.480860499,1.073277601,0.155953102,0.176275091,0.323959519,1.046271597,-0.095524729,-0.293932414,0.239307343,-0.10188177,-0.008689167,-0.175872225,9.94,0
17,-2.168001404,0.033923819,1.449290475,-0.812046677,1.002469777,-1.138005416,-0.037403092,0.669783612,-0.895791343,-1.412297362,1.526470393,0.943886093,-0.200264758,0.154614053,-0.509142687,0.99087705,-0.295180552,-0.255696992,-1.864371106,-0.002779467,-0.00445996,-0.731487368,-0.135546989,0.166992774,0.229665423,-0.158505515,-0.128138643,-0.197550558,1.79,0
18,1.095177016,0.019951036,0.802611223,1.434378654,-0.794724306,-0.740487289,-0.034083042,-0.073444686,0.565157386,-0.169784027,-0.526681088,0.291869085,-0.750150231,0.091363931,-0.107253048,-0.330638209,0.0821793,-0.569963011,-0.081503033,-0.125719814,-0.231787867,-0.609317485,0.054908364,0.674076286,0.416991788,-0.566887392,0.029108056,0.036739551,46.03,0
19,0.012404864,0.323292492,1.447130818,0.752746894,-0.103551551,-0.1744786,-0.129466552,0.178702395,0.511474749,-0.334617519,-1.222724143,-0.065160379,-0.075688554,-0.238191497,0.525094999,0.369823196,-0.68957996,0.429545077,-0.45244151,-0.114536449,0.184651958,0.599186053,0.148023336,-0.134496291,-0.98407745,-0.803100083,0.218860958,0.142806441,10.89,0
20,1.240971749,0.056519416,0.356187031,0.444613853,-0.428139133,-0.522949325,-0.177291923,0.070270495,0.094130521,0.159461762,0.86324501,-0.056030505,-1.599526964,0.791502382,0.562773321,0.6847078,-0.686844511,0.293069572,0.309008969,-0.194007023,-0.249812068,-0.847427845,0.106271226,-0.059301248,0.168163401,0.104184383,-0.045502156,0.001272123,0.99,0
21,-1.623955645,-0.036441711,0.362751071,-2.22453629,0.095509924,-0.092187058,-0.463412861,0.73983495,-1.009196339,-0.460432376,0.726683719,-0.211534983,0.272572868,-1.499778088,-0.807455932,2.291281956,0.603518048,-0.313760684,0.136437761,0.408542978,-0.124587694,-0.638591591,-0.17416199,0.085186552,0.65960723,-0.442343963,0.169299495,0.003860712,65.0,0
22,-0.493633979,0.921872092,1.62024213,0.902272444,-0.063681363,-0.470266868,0.44990694,0.073920472,-0.290609049,-0.13554921,-0.293041376,-0.929945519,-1.925463985,0.676378027,1.588992614,-0.514018491,0.276226847,-0.237224891,-0.012471884,-0.191780772,0.099953108,0.218757575,-0.062152057,0.349692561,-0.441846139,-0.41309124,0.042087592,0.138861449,2.49,0
23,0.832462738,-1.76635688,-1.878929636,-1.428497029,1.353794519,3.284182644,-0.405474636,0.614356284,-0.935204185,0.48510509,-0.254255494,-0.629476634,0.056792551,0.009338853,-0.006640982,0.893032949,0.129610236,-1.154925876,1.079548638,0.855522562,0.300879759,0.011193949,-0.496171521,1.073694487,0.826380468,-0.085763153,-0.070107992,0.055652193,346.28,0
24,-0.864353597,-5.195435423,-0.145486919,-0.036901638,-3.374847581,0.114814244,-0.004674056,-0.222041575,-0.913181539,0.660583552,-1.182171296,-0.996339775,-0.409320605,-0.60502518,-0.576354265,-0.563464023,1.039301558,0.163379059,-0.223890379,2.021146265,0.355475341,-1.100774551,-0.956213149,0.406636936,-0.200224629,-0.367042908,-0.15270716,0.236632328,1208.78,0
25,1.01385595,-0.383698053,1.281436602,0.778703316,-1.008979244,0.373271843,-0.773101886,0.350888196,0.691338608,-0.123581278,1.323770669,1.137227357,-0.366239806,-0.106810068,-0.22975688,0.024307374,-0.055286976,-0.215648201,-0.195639795,-0.075619455,0.018844423,0.154385803,0.0461205,0.254198685,0.101916905,0.313847251,0.021571662,0.021112958,43.5,0
26,-1.03254454,1.933905702,-3.733011657,1.414886421,1.008537569,-0.583919456,-0.313770651,1.307526368,-0.770345566,-1.330848724,1.06025777,0.298832369,0.401331621,-2.585221489,0.664003927,1.514155903,2.821413209,2.072595087,0.019068569,-0.196194847,-0.092068124,-0.220647887,0.290822791,-1.678099981,-0.213510761,-0.294983966,0.021105531,-0.389448064,0.89,0
27,0.132131573,0.97969495,-0.565780859,-0.760868767,1.188832212,-0.258506861,0.875670442,0.05693114,-0.295646944,-0.669371044,0.635443438,0.488164786,0.116565451,-0.870209777,-0.920445351,0.650807237,-0.050967952,0.408747686,0.225042513,0.054717171,-0.316676767,-0.793628646,0.030581569,0.093660652,-0.387952407,0.121512662,0.218255971,0.070097849,4.49,0
28,1.54190537,-1.596027228,-0.99356336,0.728658861,-0.790370296,0.375218039,-0.510419703,-0.036729708,-0.130471147,0.865294408,-1.655405432,-0.144889346,0.592708602,-0.189357704,0.379978384,-1.16396485,-0.518175962,1.850230934,-1.445459734,-0.022533976,0.13309452,0.397227,-0.181592334,0.259380698,-0.016169244,-0.408606533,0.021218112,0.021263649,300.0,0
29,-0.730463077,0.791686269,0.372490432,-0.440953555,1.452255974,-0.885030051,0.766893801,0.016296926,-0.797715075,-1.039429889,0.720285,-0.183748386,-0.604315515,-0.884092497,-0.296467956,1.051867468,0.048732733,1.076434594,-0.243641286,0.007035046,-0.010832142,-0.224436929,-0.284164026,-0.60995801,0.082823405,0.22110113,0.037158276,0.132712438,0.76,0
30,2.299263518,-0.648675653,-1.588517616,-1.174634197,-0.030434234,-0.502469975,-0.45018224,-0.283272751,-0.525553148,0.838584713,-1.168612518,-0.489918311,1.112467723,-0.238429508,0.427515276,1.205683739,-0.232395963,-1.131037244,0.718841956,0.048464071,0.299781661,0.897833317,0.007496305,0.093950592,0.21210203,-0.028492758,-0.029545602,-0.061369155,2.75,0
31,1.800184743,-0.534730627,-0.909569995,0.549895391,-0.465624753,-0.887415468,0.036846556,-0.236304574,1.011461598,-0.166757334,-0.799108952,0.45824875,-0.032913812,0.204451501,0.448359352,-0.197542425,-0.343523834,-0.301379013,-0.144260849,-0.028023092,0.05431444,0.106868473,0.100954664,-0.012681152,-0.122725308,-0.389302629,-0.009411588,-0.026856936,115.98,0
32,-0.80792464,1.578913977,2.073983565,4.462668798,0.537617049,1.018617415,0.794489453,-0.247918346,-0.7899283,1.597586146,1.690326702,-3.020060537,1.063791244,1.659367072,-0.604141509,-0.248045992,0.732508015,0.780859354,1.308513692,0.042371994,-0.080349497,0.207269035,-0.372785026,-0.04415133,0.209204696,0.420951162,-0.447843984,-0.168327788,59.48,0
33,-0.466232249,0.91722141,1.675648221,0.068904392,-0.312405527,-1.14116149,0.598345816,-0.009935104,-0.21688789,-0.271064613,-0.330325355,-0.634094933,-1.331904161,0.423763872,0.969102565,0.163614134,-0.198962843,-0.297192197,-0.100361458,0.014770636,-0.217771088,-0.644026936,0.043644162,0.656386139,-0.279834783,0.055337298,0.255475703,0.122363576,3.57,0
34,2.049094436,0.186188932,-1.707198118,0.530767935,0.160588627,-1.448569865,0.239309799,-0.353611397,0.634424823,-0.471390439,-0.349232573,-0.073474003,-0.303129963,-0.664253651,0.977498573,0.157690917,0.469860291,0.446847313,-0.502305697,-0.232666221,0.197782313,0.741140605,-0.009744473,-0.085056769,0.228384287,-0.097292002,-0.00102844,-0.032390391,2.99,0
35,0.806151465,-1.977152289,1.170652153,-0.128311944,-2.261196785,0.306288016,-1.357659856,0.39666392,0.621360428,0.439411414,0.20714579,-0.883581647,-2.711362273,-0.431057495,-1.495466009,0.979400276,0.729563511,-0.553070382,1.193564086,0.371342201,0.257037207,0.313642507,-0.250278041,0.336067626,0.234387226,-0.152877107,0.006915376,0.053046479,250.0,0
36,0.972194427,-0.50393352,-0.557226642,0.052460759,-0.280422338,-0.875457211,0.445938602,-0.184007822,-0.168162935,0.054241194,0.897600303,-0.084826434,-1.538651068,1.004072204,0.275653832,0.296903714,-0.436507072,0.138769745,0.490533375,0.192840803,0.067117069,-0.280721866,-0.270652587,0.058764233,0.449687286,1.060334534,-0.160371467,0.003844322,178.0,0
37,0.137565475,0.874671008,-0.807850268,-0.882867303,1.475003346,0.099254284,0.772710732,0.158133709,-0.159622569,-0.653214339,0.0835764,-0.006971184,-0.422097974,-0.770291303,-0.761942464,0.781657952,-0.15839809,0.578025753,0.366429458,0.031902851,-0.352296216,-0.925759307,-0.02034026,-0.527468791,-0.349755176,0.163089523,0.215828356,0.06322337,2.58,0
38,-0.424757433,0.953605629,1.263819677,-0.093982207,0.173495107,-0.216593472,0.448444415,0.278914501,-0.482032885,-0.351546474,1.508111818,0.076486942,-1.147752953,0.026383023,0.572755299,0.341410481,0.10160526,0.050485571,-0.150774506,0.01533383,-0.198904333,-0.557751639,0.012238999,-0.064976277,-0.303125735,0.088222685,0.25125929,0.082054194,1.79,0
39,2.019537647,-0.065013594,-0.460905905,1.16192038,-0.191846679,-0.153275088,-0.439669377,-0.066370507,0.834508634,0.205989213,-1.411915545,0.440071713,1.029410211,-0.198230596,0.738454281,0.62303041,-1.085818304,0.471269081,-0.505444599,-0.190030922,0.184558333,0.747864169,0.048641553,-0.648914558,0.032263062,-0.522844226,0.062465616,-0.036125104,0.0,0
40,-0.043683879,0.009685731,-0.093729422,0.592309411,0.7319172,0.549727534,0.894779364,0.142149871,0.660943799,-0.680786056,-2.434839867,-0.280255711,-1.06331232,-0.224545337,-2.006932957,-0.571719078,-0.16351817,-0.435712457,0.226999292,0.006848467,-0.207536149,-0.590419742,0.357919058,-0.055419164,-0.374004137,-0.940708845,0.079160061,0.072951958,126.13,0
41,1.220170798,0.388020991,-0.026223399,1.048272338,-0.091040441,-1.009082393,0.386897597,-0.166357782,-0.405469084,0.242833831,1.353691072,0.456047493,-1.094337935,0.965646617,0.073009903,-0.034585582,-0.43385259,0.177472773,-0.033513507,-0.214081328,0.056524784,0.137451376,-0.120360897,0.529988046,0.762774584,-0.323199794,-0.017710744,0.000657858,1.0,0
42,0.074753522,0.737741148,-2.019514733,-2.206579907,3.748349541,2.787795088,1.275709344,0.389671941,-0.406242107,-0.24565456,-0.056783324,-0.211102511,-0.502370709,0.717913071,0.272633716,-0.821217775,-0.587473256,-0.530584356,-0.255324622,0.06014789,0.189672092,0.825053877,-0.257569117,0.755484494,-0.301170149,0.080686075,0.252277191,0.03875485,0.77,0
43,-0.263601818,0.894697714,-0.87624401,-0.214421908,1.541905326,-0.648319495,0.793384486,-0.478978432,1.963422015,-0.555316414,-0.373641223,-3.986210729,0.162631804,0.424874403,0.315928705,0.249419377,0.9138898,1.4145797,-0.076652046,-0.189200796,-0.02074435,0.496147106,-0.372392689,-0.131002018,-0.36313288,-0.223588954,-0.145617904,-0.048588002,24.95,0
