,ds_name,x-row_count,x-col_count,x-row_over_class,x-col_over_class,x-row_over_col,x-col_numerical_count,x-col_categorical_count,x-classes_count,x-cancor,x-kurtosis,x-average_asymmetry_of_features,x-average_linearly_to_target,x-std_linearly_to_target,x-average_correlation_between_features,x-average_coefficient_of_variation_of_feature,x-std_coefficient_of_variation_of_feature,x-average_coefficient_of_anomaly,x-std_coefficient_of_anomaly,x-average_entropy_of_features,x-std_entropy_of_features,expandability-accuracy-chi_square-decision_tree,expandability-accuracy-chi_square-lasso,expandability-accuracy-chi_square-linear_svc,expandability-accuracy-symmetrical_uncertainty-decision_tree,expandability-accuracy-symmetrical_uncertainty-lasso,expandability-accuracy-symmetrical_uncertainty-linear_svc,expandability-accuracy-information_gain-decision_tree,expandability-accuracy-information_gain-lasso,expandability-accuracy-information_gain-linear_svc,expandability-accuracy-pearson_correlation-decision_tree,expandability-accuracy-pearson_correlation-lasso,expandability-accuracy-pearson_correlation-linear_svc,expandability-accuracy-spearman_correlation-decision_tree,expandability-accuracy-spearman_correlation-lasso,expandability-accuracy-spearman_correlation-linear_svc,expandability-accuracy-remove_low_variance-decision_tree,expandability-accuracy-remove_low_variance-lasso,expandability-accuracy-remove_low_variance-linear_svc,expandability-accuracy-missing_value_ratio-decision_tree,expandability-accuracy-missing_value_ratio-lasso,expandability-accuracy-missing_value_ratio-linear_svc,expandability-accuracy-fishers_score-decision_tree,expandability-accuracy-fishers_score-lasso,expandability-accuracy-fishers_score-linear_svc,accuracy-chi_square-decision_tree,accuracy-chi_square-lasso,accuracy-chi_square-linear_svc,accuracy-fishers_score-decision_tree,accuracy-fishers_score-lasso,accuracy-fishers_score-linear_svc,accuracy-information_gain-decision_tree,accuracy-information_gain-lasso,accuracy-information_gain-linear_svc,accuracy-missing_value_ratio-decision_tree,accuracy-missing_value_ratio-lasso,accuracy-missing_value_ratio-linear_svc,accuracy-pearson_correlation-decision_tree,accuracy-pearson_correlation-lasso,accuracy-pearson_correlation-linear_svc,accuracy-remove_low_variance-decision_tree,accuracy-remove_low_variance-lasso,accuracy-remove_low_variance-linear_svc,accuracy-spearman_correlation-decision_tree,accuracy-spearman_correlation-lasso,accuracy-spearman_correlation-linear_svc,accuracy-symmetrical_uncertainty-decision_tree,accuracy-symmetrical_uncertainty-lasso,accuracy-symmetrical_uncertainty-linear_svc
0,airline_passenger_satisfaction.csv,2000,25,1000.0,12.5,80.0,6,19,2,0.7334593768943134,1.5560298695932209,-0.00164170124552927,0.06657544344176766,0.06395409058917816,0.07538432993076259,0.7302348821415617,0.610783687571458,1.9532358660113516,0.7885987232350545,7.247398131116041,0.4811399742426353,,,,,,,,,,,,,,,,,,,,,,,,,0.9275,0.675,0.8825,0.9275,0.675,0.89,0.9275,0.675,0.89,0.9275,0.675,0.89,0.9275,0.675,0.89,0.7975,0.5975,0.8175,0.9275,0.675,0.89,0.9275,0.675,0.89
1,arcene.csv,200,101,100.0,50.5,1.9801980198019802,90,11,2,0.8672443174005113,13.075727031543911,0.9477218713843846,0.03105665725034559,0.040484204274232674,0.03435720318124124,1.9856661128461113,1.8194718008103496,0.8072693590871555,0.5456882773940488,4.125562984294668,0.9365621110603127,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.775,0.775,1.0,1.0,1.0,1.0,1.0,1.0
2,arrhythmia.csv,452,101,34.76923076923077,7.769230769230769,4.475247524752476,84,17,13,-0.7460048588131317,50.70241155398821,-0.08784501872126685,0.028591086644514867,0.045239137145055765,0.01446259375897624,8.347863740867473,106.01047170328911,0.21379623680824922,0.9264690891556076,3.982577389716844,1.9360771805703207,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.14285714285714285,0.9340659340659341,1.0,0.14285714285714285,0.9340659340659341,1.0,0.14285714285714285,0.9230769230769231,1.0,0.14285714285714285,0.9340659340659341,1.0,0.14285714285714285,0.9340659340659341,1.0,0.12087912087912088,0.7142857142857143,1.0,0.14285714285714285,0.9340659340659341,1.0,0.14285714285714285,0.9340659340659341
3,birds_songs.csv,999,100,19.98,2.0,9.99,100,0,50,0.9998758540953195,-0.45875745807745916,1.2542095686605201,0.02807085605656549,0.10069454888710883,0.15325450010515715,1.0699917054420778,0.2717660389338165,1.0613465908870159,0.5094431775211803,6.309303703511827,0.21332779028908547,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.97,0.995,1.0,0.97,0.995,1.0,0.97,0.995,1.0,0.97,0.995,1.0,0.97,0.995,1.0,0.005,0.975,1.0,0.97,0.995,1.0,0.97,0.995
4,Car_Insurance_Claim.csv,2000,20,1000.0,10.0,100.0,3,17,2,-0.6523358146416862,1.3365685091048016,0.49187638600693545,0.0563932025091634,0.06700327241394545,0.011684045360563049,1.21106397477483,0.9547812504468521,1.3274351227002414,0.9844146209329108,6.825958648543468,0.7434469182062791,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7075,0.825,1.0,0.7075,0.825,1.0,0.7075,0.825,1.0,0.7075,0.825,1.0,0.7075,0.825,1.0,0.72,0.7475,1.0,0.7075,0.825,1.0,0.7075,0.825
5,CC_FRAUD.csv,2000,19,1000.0,9.5,105.26315789473684,8,11,2,-0.09433289557772567,39.804111633372166,0.2488112134792196,0.0007251273220297718,0.0011579418577144197,0.006542352172538584,3.079685061168249,4.163437060603865,1.176619965579608,0.8846530772930397,6.258219842129572,1.5985163421291873,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9675,0.9675,1.0,0.9675,0.9675,1.0,0.9675,0.9675,1.0,0.9675,0.9675,1.0,0.9675,0.9675,1.0,0.9675,0.9675,1.0,0.9675,0.9675,1.0,0.9675,0.9675
6,clinical_1.csv,2000,16,1000.0,8.0,125.0,1,15,2,0.22607404456593844,3.2470851210372675,1.2459746208880822,0.014182499723162795,0.008516498351571164,0.24342913729755317,2.397287012998069,0.9070325745311908,0.5244250212098981,0.34766607461840005,5.777655423664944,0.680113817687738,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5925,0.6125,1.0,0.5925,0.615,1.0,0.5925,0.615,1.0,0.5925,0.615,1.0,0.5925,0.615,0.6275,0.5925,0.615,1.0,0.5925,0.615,1.0,0.5925,0.615
7,CNAE-9.csv,1000,101,111.11111111111111,11.222222222222221,9.900990099009901,1,100,9,0.6572384336341155,631.8518183638985,0.19847226031054138,0.0049517227196446,0.019252122701295296,0.0027916819007212145,22.813169591047544,10.2476001628777,0.0986171380989183,0.23484395956890927,1.0225419626732566,1.489622981237914,,,,,,,,,,,,,,,,,,,,,,,,,0.365,0.1,0.415,1.0,0.095,0.48,1.0,0.095,0.48,1.0,0.095,0.48,1.0,0.095,0.48,0.23,0.1,0.26,1.0,0.095,0.48,1.0,0.095,0.48
8,cosmetics.csv,1472,9,736.0,4.5,163.55555555555554,3,6,2,-0.74722157356111,2.865906802532908,-0.6294479747261372,0.24077894712302594,0.24227954728189738,0.07931145817514199,0.7073039362122898,0.22523791444435345,1.8985843517746959,1.6564205884323364,6.919491310362962,0.19086729258185517,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.49830508474576274,0.8711864406779661,1.0,0.49830508474576274,0.8711864406779661,1.0,0.49830508474576274,0.8711864406779661,1.0,0.49830508474576274,0.8711864406779661,1.0,0.49830508474576274,0.8711864406779661,0.8745762711864407,0.49830508474576274,0.8745762711864407,1.0,0.49830508474576274,0.8711864406779661,1.0,0.49830508474576274,0.8711864406779661
9,Crop_Agriculture_Data_2.csv,2000,10,666.6666666666666,3.3333333333333335,200.0,4,6,3,-0.402766006273534,-0.20474831908293656,0.3468364203402937,0.035372157342151024,0.03134389362094038,0.057360725021656914,0.8129069499826012,0.5375505799081919,1.6452006766580012,0.7670043853371165,7.157842128548724,0.4887516720320043,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7725,0.7775,1.0,0.7725,0.79,1.0,0.7725,0.79,1.0,0.7725,0.79,1.0,0.7725,0.79,0.795,0.79,0.795,1.0,0.7725,0.79,1.0,0.7725,0.79
